distance_km,num_stops,pickup_hour,is_rush,rain,hub_dwell,eta_min
165.91876432123394,7,14,0,0,3.04015685156493,300.47467577021166
71.99391201202427,6,13,0,0,1.9256337015311853,157.1413452897822
56.905967427788774,5,6,0,0,1.891150734068554,138.23895453208584
108.99652054849145,7,19,0,0,6.060593958476975,220.32515408111124
29.043920769977767,4,9,1,0,4.919446201623268,92.14051373214049
160.6371991700539,13,10,0,0,6.028711982282183,337.24399521870765
15.835578092274394,2,12,0,0,0.6474938490616025,48.46621067515122
197.39050038350294,7,16,1,0,2.257431124405148,329.6420607184863
154.67670909003482,2,13,0,0,15.970199127594984,278.90879114037665
40.54442062530031,7,13,0,0,14.171711514677694,120.85911067233847
2.0989013075968774,2,9,1,0,4.99740210898602,2.8645560663488148
163.276824262512,5,19,0,0,4.950565088196088,284.1402316060386
141.66461142567582,4,16,1,0,21.526421840051896,263.2166810994019
146.07242644015648,4,12,0,0,2.007420234449341,251.44917120052
154.4827989905032,6,17,1,0,4.419442342056951,292.46456629240225
15.734885695083982,6,16,1,0,14.417056132506016,61.2879454778314
72.33467998031026,6,7,1,0,8.546938477334395,181.31460853427086
24.05794284550081,10,14,0,0,0.6215680452021437,108.09866898066403
172.75758174924312,4,11,0,0,0.11894364389515216,286.29077455438386
125.03632723868402,4,9,1,0,0.1931987353664747,210.06237258709103
66.8487069456772,7,11,0,1,10.670623805987825,173.17756053786545
13.648111706918703,7,12,0,0,9.741571231638154,62.124869792758496
62.88548202141678,4,15,0,1,0.455325158774023,119.86602948229493
65.71148108332267,8,13,0,0,1.4152072266821847,117.15509700159404
146.19162948927476,5,9,1,0,12.821455628879761,269.7014473977421
127.87393679968741,2,14,0,0,3.7046941059948986,199.12088912988224
177.55533577268898,8,11,0,0,47.89749592646203,361.8895063811207
94.9707701072279,8,6,0,1,3.7467113002860657,188.23708754600835
24.79925494172204,3,8,1,1,4.090018418494633,102.17298660320796
142.935712657376,6,19,0,1,5.438160060477327,243.03816549443974
152.39622467476258,7,6,0,0,17.582643624006284,275.5416677458978
112.69416231632975,10,11,0,0,8.148434456903965,249.21689540457453
154.42246881095764,4,11,0,0,19.46630575371938,272.7447369903456
99.26532367651376,5,12,0,0,5.572312647049342,162.3338872818093
105.02383304701682,11,6,0,0,9.372099493632396,221.91883580349855
86.08066265335138,5,6,0,1,0.04630019870729574,163.26887141792074
6.058406222074942,5,10,0,0,8.56955862053966,51.95972063457948
22.470393971667587,5,10,0,0,0.8394988748612116,48.99069496298263
7.254407951660116,8,6,0,0,2.1444865443386982,42.68184520991659
127.6456718414923,9,12,0,0,60.06929852209101,325.1736477836201
63.55684023418901,7,19,0,0,10.138477699810382,149.2377879293878
102.20556754177585,7,12,0,0,20.345092963155587,201.136533655736
181.60572831129252,4,11,0,0,0.5903390515346864,306.9061161445317
50.609153600626115,6,18,1,0,4.854196660609064,127.00488770879929
82.66620168409031,7,12,0,0,19.837018409281065,170.20032892266772
151.3546765700667,3,17,1,0,5.289632841588245,250.27376848909316
46.53083493283287,9,11,0,1,2.9253407282003097,133.80297137021168
16.319002055929808,6,15,0,1,6.558261970111598,65.14040517133483
58.66053912983984,5,7,1,0,6.366524110741726,167.28782474288192
33.08303616354688,5,10,0,0,46.76231569033143,136.65072355981053
186.00983281617204,3,12,0,0,4.3773681373664814,300.1483154004612
161.81595553331897,6,7,1,1,31.546576513671717,312.79253504170526
127.04734754557427,6,10,0,0,24.307900638788922,248.94634403214798
174.42065744735584,5,8,1,0,5.9694843983845,298.95947052975515
160.9307433029238,3,19,0,0,29.000787267760543,304.18457279069867
38.12744171832113,5,14,0,0,13.051890547395836,99.4012457304792
178.61924069950558,5,15,0,0,21.629198341764102,335.71808019656453
108.3291061412145,2,6,0,0,22.235072520130217,181.91259490143713
161.68059087764846,9,12,0,0,0.893350484697476,309.34636367526616
179.32216868477516,5,15,0,0,22.713271172523285,300.5617982688142
64.28269151940091,11,9,1,1,6.725225586523512,186.1649031553178
22.900332981007676,7,17,1,0,10.134506762246438,74.34284785465931
46.35909734584639,4,10,0,0,3.574144801455383,84.58076288611477
85.994449936625,7,6,0,0,10.371010964634582,177.94706412186142
163.78493841857613,5,10,0,0,0.27451830426604573,282.0920049516351
172.28538606801234,4,16,1,0,4.639104884363087,308.1554075877656
2.38347397570695,3,13,0,0,9.904455977713035,29.018605388249746
102.63871321293558,4,18,1,0,2.1924246504278617,171.77494569173393
84.06478962660702,6,19,0,0,11.166388272868497,177.41177925532833
45.19945428367532,4,11,0,0,17.654007305326704,82.2676291889211
24.853208099402877,5,18,1,0,0.3805216053984174,65.90607697446009
68.18541910932197,4,18,1,0,9.262140699029285,167.25138621048552
188.6390310785913,7,7,1,0,8.689942416336065,341.40010312482127
65.31738347213029,6,7,1,0,15.236455401961475,122.52187605019304
104.23933372692986,6,16,1,0,11.957057832092872,235.91239565699752
140.9007728201404,5,14,0,0,6.062725346214512,256.8861860115067
73.36229087347951,5,17,1,0,4.377637939202678,135.43579629878187
194.38463446147117,7,6,0,0,42.439342405588405,385.54685082632784
192.52701169348015,5,17,1,0,6.967087801019263,327.46237888211334
51.10467686924747,7,7,1,0,5.241287289130183,151.98108200184902
99.9524526725847,5,13,0,0,49.62011916057206,209.94575212273458
60.874783653537165,6,18,1,0,1.9906340989633542,142.4964106063631
57.683258381116055,6,11,0,0,2.0595868483854805,131.59770284596004
8.340502523552026,5,8,1,0,37.49586387963156,79.7324307964525
122.30330246199946,6,8,1,0,10.720394568930551,231.59290413043615
101.03312562254344,4,19,0,0,7.3342554408799145,172.3973553396629
11.244271498747882,5,16,1,0,0.7018207432594314,56.614705294698425
56.450646383085676,7,14,0,0,4.39840894826358,117.42474424832605
181.74491130736408,7,7,1,0,5.679865439074321,304.10324587580584
48.672816242727514,2,15,0,0,7.162191959864408,81.93630303159767
29.834079546153397,4,10,0,0,5.7370641041572945,60.13403462501208
98.40109929523504,5,12,0,0,5.76447132005563,181.33123386881087
197.14444036800953,7,11,0,0,52.65936288799998,410.436025148264
49.168999030788584,5,19,0,0,36.49307457745365,142.49598215748816
134.75497393376983,4,6,0,0,0.9014124748369063,241.79181863157402
152.5623034504148,15,18,1,0,1.8467175050567648,289.3142725712841
48.28987125448754,6,17,1,0,28.40607792209852,141.28616129899348
145.91505337376006,5,15,0,0,3.841913359678522,257.25255190967164
74.18884341113139,6,8,1,0,9.455652774935427,180.96904478364758
126.82886028812231,6,19,0,1,15.988132667725532,243.62529836948966
127.07241244141805,8,10,0,1,6.365287450809859,223.35169933270356
107.61916213087694,8,17,1,0,0.16758429409740497,201.8429709390805
18.96766424082725,8,8,1,0,17.60701935610365,123.29414601634967
167.22519662225835,3,8,1,0,14.115715096884259,293.72793100451133
64.83523292937542,6,10,0,0,0.4231476545679711,138.42686726641838
38.11718356957099,4,18,1,0,22.766389078663746,90.39257369217341
9.114253169398019,8,18,1,0,19.45003970835863,77.89800591104135
118.58769569446012,3,13,0,0,3.2164666333012852,198.10588685862825
135.8353080066142,7,15,0,0,0.8353337097884079,230.49748100380765
4.300977956643374,5,13,0,0,5.161292148372376,38.18474581833097
102.90651860155691,9,19,0,0,20.78662447466158,246.7587426280205
46.07265926438965,6,13,0,0,6.5857724039490195,126.48256759754284
129.38938529148052,2,11,0,0,3.306960711350184,199.97734779480004
35.6989193719933,3,14,0,0,2.63660469203269,68.58158917131934
138.49660988239071,4,19,0,0,4.385591619940748,240.4870674582193
77.96033391380695,7,10,0,0,51.07576052757989,187.17999562461466
187.40926775861016,9,19,0,0,21.072180592719132,357.3898300031005
28.366667885052657,5,15,0,0,7.919569542420069,97.01862336872657
68.87220385900144,4,12,0,0,16.52419602447373,149.6098802511061
23.581230726877227,7,6,0,0,3.8019433192227394,62.569956661096555
185.014030037434,7,9,1,1,9.550598107247962,334.714304275929
175.59053132281522,9,6,0,0,20.6160908590362,334.5177119849379
52.33038391531596,7,15,0,0,4.58369697547066,108.34206297894012
132.33682516080162,7,7,1,0,16.11423207463516,269.5757306795993
163.62721784004194,6,11,0,0,9.527546607556781,273.28072467289275
111.484961508293,5,6,0,0,9.554437798274417,221.20739070422275
106.4004650928453,6,14,0,0,0.4196471024617259,199.26704621420177
49.128605889189885,6,11,0,0,22.952185442933697,121.97242126412118
19.527450793373944,7,13,0,0,14.967529719668004,75.88088545112859
179.54593583271202,12,15,0,0,0.37153533398735106,324.5524246712197
180.18319337550275,9,15,0,0,9.43523912747928,335.9894613630783
126.98718999738033,8,13,0,0,13.700347991720394,242.9280677633972
68.46692841869144,8,17,1,1,15.853416740532417,182.90543203419392
70.49270534791951,5,7,1,0,0.9271611019559688,142.0602918924658
145.46518009517763,9,7,1,0,10.2148662042955,271.71940506322034
179.52494173056283,7,8,1,0,2.6523708146145926,309.19806015567224
177.53019842875835,3,16,1,0,6.004544157778056,326.7750146769723
156.19523362566716,5,13,0,0,7.475079996587458,261.7036152625163
128.76429758470326,1,16,1,1,0.27725115512190845,223.07511825763277
17.743853034014716,7,13,0,0,3.5601784147467286,98.08041605241789
33.16411410482814,1,10,0,0,15.967313241867707,54.94268889790904
179.81228351688878,8,19,0,0,18.473752271497656,341.49325567383494
121.6793828722584,10,18,1,1,4.004933765040062,264.82990469906935
2.8302132717093,8,7,1,0,5.830333356439908,53.05638354138957
21.19283703034039,3,16,1,0,17.790102245600036,78.64939946693622
133.0368520525031,5,19,0,0,2.2412948314920116,223.6764714435481
2.0072551853975185,9,9,1,1,13.129521038263077,64.19697929977502
33.00080223208223,6,9,1,0,5.231028387422136,79.72157537253233
110.19802408395064,6,12,0,0,43.5083173601427,238.06191062232128
138.68714434084595,7,9,1,0,9.207541113391732,268.7281753364809
130.7402906410175,3,15,0,0,1.6025471973291607,220.2526523033124
45.6295925826514,5,11,0,0,1.8857858886361885,94.90407936181654
142.72366504815963,8,16,1,1,0.27686247290442023,254.10167292040492
48.21256841186322,4,7,1,0,12.546613499363637,115.10698188396185
65.75453993369428,7,7,1,1,5.857875422268124,121.58986609207331
149.5517896184868,3,17,1,1,0.11029435312453753,254.2012255934858
130.2769469103957,9,16,1,0,1.0694012301337046,252.8781267717283
169.99545868834142,11,10,0,0,3.416739878710555,327.26861991156034
131.86496556776834,6,6,0,0,5.518513711946102,233.98099012052847
114.09341206375885,5,7,1,0,27.878472427645757,248.0725971260651
19.641278797790402,5,8,1,0,7.793421816033801,56.96347053664111
74.17544480882727,9,14,0,0,22.46541107832488,197.53887989133722
53.775271168663366,10,14,0,0,2.8838925033617855,151.11263803627986
49.55393903243763,8,12,0,1,4.038153679359856,131.41106383876544
194.62910039573666,8,18,1,1,21.269509643238628,374.51278005990054
79.22644720868531,4,10,0,0,6.7601819727634425,148.77230949147057
178.51726448024556,9,7,1,0,8.919915485208005,338.7554785494304
126.59658657345531,8,7,1,0,8.537338737693185,260.1228052724342
159.16744940478804,3,13,0,0,10.36696266817162,255.03666720638913
101.02478152793323,6,8,1,0,8.890465029118353,214.72619506942564
115.80387304064546,8,12,0,1,11.853674611489124,280.66679565595473
99.01102106995391,7,18,1,0,1.5932135337957445,204.50821300686601
39.853354571810854,2,11,0,0,12.400450820731695,77.21860132265881
144.76797093703956,4,18,1,0,1.6322188710397474,259.41273878571064
56.8737001257303,5,11,0,0,4.161490802363384,94.57954358160065
5.838877319859314,5,8,1,0,17.799111855857078,45.117478131089854
129.4489868855264,4,11,0,0,9.359429351509453,223.6215959395879
36.245025202002736,8,18,1,0,34.16275506617562,146.12191333754146
188.15125828622993,10,9,1,0,2.907505807605703,342.5264249618004
190.83178682351488,5,6,0,0,25.3504544275581,343.5870135525308
183.05801365386927,4,17,1,0,10.270092811951482,313.9743378932284
74.66158135083343,5,13,0,0,4.608284764964312,149.53039345614482
4.075866689244618,5,14,0,0,15.45472652184092,59.3879533909582
185.73539395495735,7,19,0,0,30.9817976927487,364.83709040544056
86.20864551514555,4,8,1,0,15.121323068249088,168.15739225442982
193.36430898969024,11,16,1,0,0.06494796257141133,335.7160051779238
192.76037544076132,6,6,0,1,0.10322017694629419,326.58214281287127
170.74888163800466,6,6,0,0,1.348669294543222,285.8062380081546
59.59532952184755,4,6,0,0,19.01964978717746,137.8586883650261
77.63444799178313,3,14,0,0,13.872825622234533,144.34074752370282
170.37619763185452,8,15,0,0,10.210222935244076,295.28291339321135
64.06747902609925,6,18,1,0,11.858245907056695,152.86531574716363
34.72905659053241,5,10,0,0,9.670738612587147,109.52649592527547
111.80345122921167,7,8,1,0,4.275347890270748,213.16070992438608
187.29480005799542,6,15,0,0,12.745731081339034,361.5736419978831
139.50992953831962,5,14,0,0,27.348832177362606,258.3635895645979
114.44217284778362,8,15,0,1,13.849791622112877,254.80823450803055
20.33812226038294,5,14,0,0,20.196410653312597,64.8375460296995
123.38643811313477,3,11,0,1,2.7070348511026863,220.64365742758298
198.0207161707484,4,10,0,0,4.2968406009995705,327.48262689410114
28.87671903206828,9,6,0,0,7.08743964332303,80.72040202824729
104.14760082038362,6,11,0,0,6.377004470326472,191.23898839091356
175.59724131366312,7,10,0,0,6.2733538742113515,309.61217475099954
148.4129549330867,3,14,0,0,10.231909033122502,241.3227503901442
139.70613245805833,4,19,0,0,19.337228232815548,255.03028348345663
140.79433271343476,4,12,0,0,21.818023324046415,266.3955119264598
72.53873909273128,8,8,1,0,1.631093080988986,153.90425770720074
59.42477700863418,6,10,0,0,0.9447792554380614,112.16239272542151
162.0628699402242,3,11,0,0,3.728268917180415,251.86381095366636
162.21256554115698,3,16,1,0,13.364638636300866,308.890385013836
173.54739139744063,8,7,1,1,15.772289131099509,353.62845977332756
182.7348699587378,9,12,0,1,4.8333510993605175,343.83530405592006
102.75713737332663,5,14,0,0,3.7171330591372245,187.4262600228568
100.80174264275271,5,15,0,0,1.3983057313660165,143.55595740484813
159.86074061438825,5,14,0,1,2.721139407454219,280.62819847080215
130.34282222477526,4,10,0,0,1.0622256744618688,222.62112880886806
140.69140857428297,5,13,0,0,3.6219336294692623,280.3221571585541
159.3627412177841,7,14,0,0,11.27391212059031,303.73132569537574
178.11106302169568,6,11,0,0,1.3806060937149485,293.6983285958626
68.26103621345563,6,17,1,0,3.875802862303624,162.70138140126951
75.74100757534886,4,9,1,0,7.521317345518676,153.9394972583317
19.70240602833293,7,9,1,0,3.9616881638870454,75.76367639653645
116.07774805823863,5,8,1,0,5.790588593001507,214.94635802445592
8.152512485551675,3,17,1,0,6.8690302400799315,37.61413665777133
93.65400560835957,6,14,0,1,14.916945834943018,204.67232772616978
108.98628230680775,8,15,0,0,18.521190525079604,248.07492341149754
58.0217091735286,9,16,1,0,2.1367579110412662,115.11065853758979
118.57581885323314,1,18,1,0,4.609795639431481,199.30472414388765
7.069549737870837,6,16,1,0,8.560420122656017,59.36674322736323
8.432289561093668,5,11,0,0,6.919074156058716,52.31961798223533
164.697511571272,7,13,0,0,0.8383646901721602,306.09880793629173
72.67793764084132,5,19,0,0,4.230652630848361,157.6752793837408
26.285042017725072,8,7,1,0,2.5815211398597633,86.2410845126508
104.92640875090606,3,9,1,0,5.400269177760473,189.1949478677512
154.22871706662355,4,7,1,0,4.124626275199553,267.76187533798526
43.94838447187179,4,16,1,1,11.886986940506501,107.10670439314897
124.95520468798105,6,16,1,0,5.132361936877317,233.9323470328025
17.984145533759833,7,8,1,0,2.764470306718156,70.39249221684717
11.284662512552933,10,7,1,0,9.666650411927511,97.1985742303929
106.73957168206145,7,14,0,0,12.978851557850323,212.27468596676005
108.58638920041119,8,14,0,0,1.1458989613741675,217.2809586270964
127.8485503981431,3,11,0,1,2.8933085935557488,197.904718655252
145.49217541080964,3,17,1,0,2.3421385641735935,245.8417435191697
195.1945638130444,9,12,0,1,2.2450360987628617,345.57508173807685
103.74376931193787,9,19,0,0,23.226210146019003,233.1089865269235
65.26833811530794,9,10,0,0,1.3470624839957952,184.76313090315668
159.24205275897202,8,15,0,0,20.489850540436162,305.5649958257336
54.89561800115277,7,6,0,0,5.007175872064506,103.95612165769671
88.35531272042158,3,9,1,0,10.238792728599172,171.62124226017258
16.612819887110923,8,18,1,0,5.815144520417704,66.64736186325936
6.0447979396760445,7,9,1,0,9.131609528536274,38.467206175654724
192.5670345209071,6,17,1,0,8.021933975771358,363.0455424420423
167.36004398192895,7,19,0,0,5.67306226906083,289.1922013018751
139.4988670126459,5,19,0,0,3.216176793073879,240.21891051081172
82.3816359384397,5,13,0,0,26.71792279002172,177.37061361118396
35.48556969409831,5,10,0,1,24.765498403133414,121.4084984523568
32.13097149154612,6,8,1,0,0.7377089363972256,91.60122434243239
50.79833673475447,5,6,0,1,2.5298589266914946,93.16739109109385
110.29610627651797,8,6,0,1,8.534717647335423,222.06557350873456
143.2045886173124,3,10,0,1,39.34774172566448,277.8944803568789
132.3792779668285,5,13,0,0,12.99891034779568,246.1705827258076
56.70684549224263,2,14,0,0,17.05599687892412,85.6639064996471
191.01819085197562,7,15,0,0,3.772020724098924,334.5536086887564
147.84148642245793,2,15,0,1,2.4706839128167823,232.962419413072
111.31645644976874,7,7,1,0,2.5613456561631716,211.5457682358399
122.73242850063609,7,10,0,0,6.602577845049407,250.33255173685828
84.50041242313019,1,19,0,0,19.553158188579275,132.06756710068487
50.29846691073033,7,9,1,0,2.4381820297675363,110.28394271866715
71.83856305160106,2,17,1,0,8.447102001335802,128.95202729115255
151.81137598240946,5,8,1,0,16.544078575534368,307.3006139007855
3.864304237321418,7,16,1,0,6.938598917079664,58.07543338397838
24.09845546087633,8,13,0,0,5.3940096210424,67.69386912523889
10.154525762328797,7,7,1,0,4.25461838062922,87.42833652385009
9.105031661475056,4,7,1,0,9.174127675656708,53.080200642817594
171.23665621819043,8,10,0,0,17.02052981261263,305.39234666844646
141.02791401662472,7,15,0,0,55.546678052597784,292.2197763135997
95.36059198837772,6,15,0,1,20.353055133070782,192.0966969681461
20.468997969549296,8,15,0,0,6.028499018928237,79.44515443860465
98.83155914824964,5,6,0,0,0.8255803947725617,170.49111093262783
95.22088238533257,8,17,1,0,1.284440810731837,224.70033379512992
35.467172112093024,2,12,0,0,0.297636229516519,72.03967358988547
87.33647819835663,3,14,0,0,4.504570964719574,171.1134502047
80.30244214507731,3,19,0,0,6.569141082274737,165.15055244985078
123.55416951239107,7,7,1,0,17.18189054068375,272.0940071446108
127.38363652266112,9,15,0,0,0.8963360880378377,246.53226967957374
10.01549794463686,7,6,0,0,2.589253856557584,80.54450878752193
75.54791031066777,1,14,0,0,7.146811232356075,128.38759702069552
125.54612322713304,11,18,1,0,18.956299905148132,309.6964221522667
101.12411545743745,3,18,1,0,0.917199188477149,194.87783915346444
171.44147839647613,6,7,1,0,2.7896808685788557,284.7986110542466
132.08003269217005,9,14,0,0,7.850537418615468,245.42636856630227
33.423950989204506,6,19,0,0,3.9210228909954288,104.92999678057807
15.043180732685538,5,18,1,0,48.79302149747373,114.67847222767683
128.8414363630568,4,13,0,0,6.017225508183783,236.1043604996415
6.275750797782741,8,12,0,0,24.231384737205417,64.57901564480638
117.56934067341919,8,16,1,0,28.283178809371115,247.1532047102683
188.10581804356656,4,6,0,1,3.0033871980268865,303.54344955063175
115.51936139729992,4,9,1,1,3.952684763388853,213.78861289710562
78.24581531509786,3,16,1,0,3.917646420293795,146.02785400675896
129.01435547002828,3,16,1,0,5.732543769179708,224.47776397180448
92.1923252078118,8,12,0,0,0.6523280284421833,187.38897662574527
109.57774107387105,5,11,0,1,16.469006810611056,227.11912223809185
188.3514969465285,2,6,0,0,1.4024453422034544,278.85182498499097
77.83442492235407,4,12,0,0,22.411615069406885,151.164888180011
192.27692220095892,11,19,0,0,8.593949085376435,344.0618668910572
181.16477774925667,4,7,1,0,6.567914240276307,315.7817409349438
39.96243582306999,7,17,1,0,10.811314274897846,144.63533267410764
14.802898874157925,5,18,1,0,27.045672338632386,69.02720539635128
21.054822274107902,6,19,0,1,3.5192481186575146,65.91847642605718
4.626143304658395,4,18,1,0,3.149652782805811,49.47931065959124
19.79414919042975,8,13,0,1,4.618419157995135,105.91698380549171
136.91834790985502,6,7,1,0,6.671065193783358,253.42163575310366
15.166541043585568,3,9,1,0,0.7872355264259999,53.40853071906146
64.4761504284585,7,11,0,0,11.393943052284667,162.6410290225545
169.13018688292146,4,13,0,0,7.358344170449811,283.61474050638236
5.631115211429347,3,17,1,0,7.763503232255093,49.51500804505493
163.0792280351982,8,16,1,0,2.8721059961510518,327.39717027698737
57.08910017990659,7,8,1,1,18.363371037444512,183.5673256048634
24.514800696709596,4,17,1,0,5.0759583919816205,98.12956704209797
139.65069590746597,6,11,0,0,10.563082615688355,236.08809057647744
126.15962650919691,8,19,0,0,2.745171085758311,233.705995101075
175.61693069188354,5,11,0,0,16.94409939003179,309.65897826632073
147.27913771697328,5,6,0,0,3.5626953180490255,261.74250645030327
160.89270514658486,4,11,0,0,25.470403365877615,274.8884167189945
57.12487994168999,7,6,0,0,6.065890112350681,112.9304828503641
36.31046921216484,5,14,0,0,1.5682936156068028,59.248411907346835
150.37233557653082,6,9,1,1,9.44675457610993,303.85635519619706
161.56011311418553,8,10,0,0,8.133598286231285,295.20929210278507
198.11052325813398,5,6,0,1,5.472032584452364,319.81181862104575
83.11091770537386,4,18,1,0,17.131941048501766,186.53520980629415
75.03159907276385,2,6,0,1,5.469515347302462,126.30436085911245
155.50617918765738,6,17,1,0,1.4644007369568368,272.161876629719
68.81990451035055,9,14,0,0,0.28999506871153224,157.99460729974044
186.22070779510938,6,11,0,0,22.27131697249626,337.5005296561071
171.82413761675934,6,18,1,1,6.286772490936286,321.1047994278903
86.36981144762865,4,15,0,0,8.277348022943492,163.55964101242625
150.42334249050796,4,19,0,0,1.2187505278149984,263.7649617214881
151.1540319428518,7,18,1,0,6.721930114322088,279.92635339315365
21.52164989835059,6,15,0,0,7.62207682811429,75.34263139741113
180.60802842923377,8,11,0,1,6.259611356834357,313.37069983364484
101.54522211712357,7,10,0,0,30.8172073223774,214.18341913741574
165.4650357554406,9,11,0,0,8.471964305083706,309.17067463963014
64.68987060509174,9,19,0,0,36.64665107235304,162.1005252082633
179.2091224707439,9,13,0,0,1.6644806766257108,339.35641475523624
78.45113406809845,10,12,0,1,24.55612648493321,191.38352412906272
3.1566926445793735,6,12,0,0,8.050207771080084,35.71994910245265
181.17101330743347,4,14,0,1,3.5117078134343664,289.03847883569506
19.16604868044058,5,14,0,0,13.694038725021077,68.80281569233446
64.54341388049255,6,18,1,0,8.125213379374287,160.83572267257276
190.06233144311017,7,14,0,0,8.57258922631408,312.3584427176689
190.17082224057367,8,6,0,0,1.8866852845453872,324.20350734852775
115.11413973653394,5,17,1,0,11.392479100863033,230.99955307987472
126.73560522179005,7,16,1,0,3.4833790152869932,256.14267699597406
90.24065887368563,14,16,1,0,4.396902367113113,227.45659952558162
59.348943567914844,4,11,0,0,23.706112818674093,165.70672444529322
66.40424452861328,8,10,0,0,1.978391553122275,123.93727468719467
134.83117275933066,8,13,0,0,21.772323384695426,243.92755752103025
150.72253135809834,3,16,1,1,6.93983645420977,283.3491634257225
158.52422970144386,6,15,0,0,1.966357631121443,298.32303726791247
158.1340104161162,3,18,1,0,16.691818687554274,279.13661270388445
19.150014506689384,5,13,0,0,10.569810933701461,81.1827936251826
99.3896406358137,4,13,0,1,4.259034175175462,180.8531854744156
12.454193243312213,4,10,0,0,3.5771272962880634,40.7736788595482
110.35624758242336,2,15,0,0,5.4635457420998925,185.28940707524814
88.86456977330202,8,16,1,0,1.4642960478902631,218.49746327080308
177.65313236890165,5,15,0,0,16.56788915718225,318.111280374693
70.83208749786365,10,6,0,0,3.266396709373357,160.66369556389031
24.296336269093565,5,18,1,0,17.536970793935282,106.65324439867108
29.455344728514333,7,9,1,0,13.141726503362744,102.2559607110704
152.54061571177698,4,12,0,0,28.444818477284137,277.1327030968178
